451016.4576126474,3951610.281616721
451016.5322829601,3951610.151804969
451016.5918764609,3951610.022076383
451016.6514699611,3951609.892347797
451016.7261402823,3951609.762536047
451016.8008105989,3951609.632724297
451017.1159962219,3951609.372185995
451017.1605129187,3951609.242540578
451017.2202083966,3951609.131297128
451017.2949806967,3951609.019970517
451017.3097516211,3951608.964431955
451017.3991928806,3951608.779081651
451017.4740671472,3951608.686240173
451017.5185838528,3951608.556594756
451017.5632025254,3951608.445434473
451017.6078211968,3951608.334274189
451017.8036159009,3951608.296222806
451017.8633113911,3951608.184979362
451017.9228029624,3951608.036765653
451017.9824984582,3951607.92552221
451018.0421939603,3951607.814278766
451018.0720417096,3951607.758657044
451018.1464061814,3951607.573389911
451018.1910248647,3951607.46222963
451018.2507203679,3951607.350986189
451018.3103139132,3951607.221257615
451018.3546267154,3951607.054641938
451018.4143222259,3951606.943398498
451018.4740177355,3951606.832155057
451018.5486881075,3951606.702343325
451018.6082816618,3951606.572614754
451018.6230525987,3951606.517076196
451018.7124939112,3951606.331725906
451018.7720874726,3951606.201997334
451018.8316810289,3951606.072268765
451019.0857438681,3951605.664182122
451019.1604142616,3951605.534370395
451019.2200078305,3951605.404641829
451019.2796014036,3951605.274913263
451019.3093472098,3951605.200806413
451019.3391949784,3951605.145184696
451019.473458954,3951604.885644404
451019.533052532,3951604.755915841
451019.6077229375,3951604.626104116
451019.6522396958,3951604.496458713
451019.6816796337,3951604.366896468
451019.7262983531,3951604.255736197
451019.7710190322,3951604.163061059
451019.7859938978,3951604.144492767
451019.8456894487,3951604.033249336
451019.875435264,3951603.959142489
451019.9052830358,3951603.903520775
451019.9351308126,3951603.84789906
451019.9648766316,3951603.773792213
451019.9947244069,3951603.718170499
451019.9790358331,3951603.607342865
451019.993908742,3951603.570289443
451020.0536042948,3951603.459046013
451020.0834520741,3951603.403424299
451020.1281727591,3951603.310749162
451020.1580205371,3951603.255127448
451020.2028431882,3951603.180937444
451020.2325890095,3951603.106830599
451020.2623348312,3951603.032723753
451020.3219284361,3951602.902995193
451020.4262427363,3951602.6805915
451020.4410136917,3951602.625052946
451020.4709634309,3951602.587916365
451020.4857343913,3951602.532377809
451020.6051255252,3951602.309890961
451020.6347693939,3951602.217298985
451020.6647191378,3951602.180162406
451020.6794900954,3951602.124623851
451020.7094398398,3951602.087487272
451020.8598002917,3951602.012715167
451020.8894441663,3951601.920123192
451020.9189860902,3951601.809046085
451020.9637067944,3951601.716370952
451020.9935545832,3951601.660749242
451021.0529442966,3951601.494050424
451021.0975630459,3951601.38289016
451021.1274108389,3951601.32726845
451021.1868005571,3951601.160569633
451021.2313173544,3951601.030924237
451021.4717309957,3951600.881712676
451021.5313246309,3951600.751984126
451021.5608665669,3951600.640907021
451021.6053833723,3951600.511261628
451021.6499001815,3951600.381616236
451021.6793401635,3951600.252054
451021.7238569751,3951600.122408607
451021.7685776966,3951600.029733479
451021.7833486673,3951599.974194928
451021.8128906023,3951599.863117823
451021.8128906023,3951599.863117823
451021.8128906023,3951599.863117823
451021.8128906023,3951599.863117823
451021.8128906023,3951599.863117823
451021.8128906023,3951599.863117823
451021.8870513156,3951599.640880461
451021.8869493615,3951599.622395329
451021.9018222854,3951599.585341908
451021.9167971656,3951599.566773622
451021.931975947,3951599.585175597
451022.0073601112,3951599.584759819
451022.0221310818,3951599.529221269
451022.0369020526,3951599.473682716
451022.0667498559,3951599.41806101
451022.0665459486,3951599.381090747
451022.0961898474,3951599.288498776
451022.1110627727,3951599.251445355
451022.1406047191,3951599.140368254
451022.170350566,3951599.066261415
451022.2604037544,3951598.991821956
451022.3051244875,3951598.899146832
451022.3198954635,3951598.84360828
451022.3493354585,3951598.714046047
451022.3789793604,3951598.621454077
451022.3937503351,3951598.565915527
451022.4086232606,3951598.528862107
451022.4827840006,3951598.306624749
451022.3158173393,3951598.104203002
451022.3452573369,3951597.974640768
451022.3747992884,3951597.863563665
451022.4043412384,3951597.752486565
451022.4488580784,3951597.622841178
451022.4933749152,3951597.493195789
451022.5378917556,3951597.363550403
451022.5824085951,3951597.233905015
451022.6269254404,3951597.104259629
451022.671442278,3951596.974614242
451022.4446780138,3951596.864950767
451022.4891948546,3951596.735305381
451022.5336097463,3951596.587174862
451022.5630497527,3951596.457612629
