450710.1853266968,3951698.563373773
450710.3208115156,3951698.525650317
450710.4413222668,3951698.506495689
450710.5470641701,3951698.542880162
450710.6674723186,3951698.505240397
450710.8933145537,3951698.448529697
450711.0138253117,3951698.429375075
450711.1342334614,3951698.391735317
450711.2396675485,3951698.372664384
450711.3600757021,3951698.33502463
450711.4955605267,3951698.297301191
450711.570943879,3951698.296882769
450711.6312505613,3951698.296548032
450711.9325787605,3951698.257904076
450712.0982169335,3951698.22001328
450712.2186250903,3951698.182373537
450712.2789317733,3951698.182038804
450712.4445699445,3951698.144148015
450712.5047740263,3951698.125328146
450712.6703095983,3951698.068952221
450712.7305136811,3951698.050132355
450713.0764563074,3951697.900326562
450713.2270178141,3951697.862519469
450713.3625026557,3951697.82479606
450713.4980900955,3951697.805557791
450713.6335749368,3951697.767834386
450713.7690597815,3951697.730110983
450713.8894679564,3951697.692471263
450713.9647487106,3951697.673567724
450714.0249527987,3951697.654747864
450714.2809484202,3951697.597869889
450714.4314073416,3951697.541577681
450714.7023770431,3951697.466130902
450714.7625811342,3951697.447311047
450714.8227852208,3951697.428491194
450715.0485249122,3951697.353295462
450715.1690356908,3951697.334140897
450715.2292397859,3951697.315321047
450715.3947753874,3951697.258945175
450715.5002094986,3951697.239874293
450715.6055410131,3951697.202318274
450715.8765107344,3951697.126871531
450716.0270722653,3951697.089064485
450716.0721996918,3951697.070328318
450716.1324037837,3951697.051508472
450716.3882968418,3951696.976145423
450716.6291132296,3951696.900866056
450716.7796747719,3951696.863059022
450716.9150570486,3951696.80685053
450717.0502341455,3951696.713671764
450717.1104382441,3951696.694851927
450717.1706423452,3951696.676032089
450717.2307438503,3951696.638727113
450717.2909479543,3951696.619907278
450717.4113561562,3951696.582267605
450717.5166876863,3951696.544711609
450717.9381164051,3951696.412972775
450718.0434479392,3951696.375416785
450718.254316189,3951696.337275085
450718.2995462109,3951696.337024067
450718.4199544183,3951696.299384407
450718.4500051782,3951696.280731924
450718.4952351981,3951696.280480906
450718.5252859559,3951696.261828424
450718.5705159782,3951696.261577407
450718.600566736,3951696.242924922
450718.8564598351,3951696.167561944
450718.9470224662,3951696.185545051
450718.9921499033,3951696.166808897
450719.1125581159,3951696.129169249
450719.2028129846,3951696.091696945
450719.3232212014,3951696.054057298
450719.3683486353,3951696.035321147
450719.5490635507,3951695.997346821
450719.6694717702,3951695.959707179
450719.7296758792,3951695.940887359
450719.9102882121,3951695.884427901
450720.0608497825,3951695.846620926
450720.1963346825,3951695.808897621
450720.316742907,3951695.771257989
450720.3769470186,3951695.752438173
450720.5726360336,3951695.69589506
450720.8437084272,3951695.638933608
450720.9642192405,3951695.619779122
450721.0997041428,3951695.582055832
450721.2201123719,3951695.544416212
450721.355699864,3951695.525178063
450721.415903984,3951695.506358256
450721.4761080995,3951695.487538447
450721.7321038256,3951695.43066069
450721.9729202985,3951695.355381468
450722.0933285364,3951695.31774186
450722.1536352405,3951695.317407195
450722.4546558392,3951695.223308183
450722.6204992666,3951695.22238786
450722.7409075113,3951695.184748261
450722.8614183321,3951695.165593802
450723.1022348236,3951695.090314613
450723.2075663921,3951695.052758682
450723.3280772202,3951695.033604229
450723.3732046697,3951695.014868097
450723.5388429442,3951694.976977518
450723.6441745205,3951694.939421594
450723.704583798,3951694.957572078
450723.8702220795,3951694.919681503
450723.990630331,3951694.88204192
450724.1111411607,3951694.862887478
450724.2617027629,3951694.825080573
450724.3971876954,3951694.787357334
450724.5476467283,3951694.731065296
450724.698208337,3951694.6932584
450724.9993315577,3951694.617644613
450725.0747149424,3951694.617226306
450725.1500983223,3951694.616807999
450725.4362474499,3951694.559763025
450725.49645158,3951694.540943244
450725.6921406526,3951694.484400246
450725.8276255959,3951694.446677027
450725.8878297275,3951694.42785725
450726.0836213757,3951694.389799397
450726.2040296457,3951694.352159844
450726.3245404845,3951694.333005432
450726.4604357216,3951694.369222775
450726.5206398573,3951694.350403001
450726.5808439933,3951694.331583228
450726.6410481273,3951694.312763456
450726.7012522638,3951694.293943683
450727.0476055441,3951694.218078991
450727.1680138203,3951694.180439451
450727.2733454184,3951694.142883572
450727.3336521277,3951694.142548942
450727.4842137573,3951694.104742093
450727.5745712506,3951694.085755012
450727.6800054212,3951694.066684274
450727.8304644842,3951694.010392294
450727.9811286894,3951693.99107059
450728.0262561516,3951693.972334484
450728.0713836137,3951693.953598376
450728.2670727147,3951693.897055435
450728.3122001802,3951693.878319328
450728.3573276458,3951693.859583222
450728.4777359298,3951693.821943702
450728.6582457888,3951693.746999286
450728.688399146,3951693.746831975
450728.7335266107,3951693.728095871
450728.7786540756,3951693.70935977
450728.8088074306,3951693.709192459
450728.8539349003,3951693.690456355
450729.1248022642,3951693.596524883
450729.1849038464,3951693.55921999
450729.2902354577,3951693.521664134
450729.4106437524,3951693.484024626
450729.5008986876,3951693.446552427
450729.6062303039,3951693.408996576
450729.6664344502,3951693.390176823
450729.7267411645,3951693.389842209
450729.9524810816,3951693.314646859
450730.0578127012,3951693.277091012
450730.1783235645,3951693.257936653
450730.2084769186,3951693.257769348
450730.3289877824,3951693.238614989
450730.4343194069,3951693.201059148
450730.5245743514,3951693.163586959
450730.6299059729,3951693.12603112
450730.7352375999,3951693.088475282
450730.7803650721,3951693.069739189
450730.9309267338,3951693.031932398
450731.0212842472,3951693.012945352
450731.1266158725,3951692.975389519
450731.1720510332,3951693.012108841
450731.2925619023,3951692.992954497
450731.4280468886,3951692.955231364
450731.5634293168,3951692.899023098
450731.6387101517,3951692.880119709
450731.8493734159,3951692.805008058
450731.999832528,3951692.748716148
450732.2857766317,3951692.654701123
450732.4211590698,3951692.598492868
450732.5565415095,3951692.542284617
450732.6920265077,3951692.504561503
450732.8274089482,3951692.448353257
450732.9478172695,3951692.410713797
450733.0229955504,3951692.373325282
450733.3390930432,3951692.279142995
450733.4595013688,3951692.241503541
450733.5798071381,3951692.185378953
450733.7003180229,3951692.16622464
450733.7605221883,3951692.147404917
450733.8207263516,3951692.128585193
450734.1669772214,3951692.034235643
450734.3325130365,3951691.977860126
450734.3776405263,3951691.959124052
450734.6033805152,3951691.883928821
450734.8141463796,3951691.827302378
450734.9945537788,3951691.733872955
450735.0396812713,3951691.715136884
450735.0998854378,3951691.696317169
450735.1450129283,3951691.677581098
450735.1902429708,3951691.677330166
450735.2353704592,3951691.658594097
450735.2804979503,3951691.639858027
450735.6718763417,3951691.526772466
450735.7170038343,3951691.508036398
450735.7621313247,3951691.489300331
450735.8373096273,3951691.45191184
450736.138227948,3951691.339328159
450736.2284829326,3951691.301856029
450736.3188404694,3951691.282869038
450736.4241721391,3951691.245313267
450736.5445804935,3951691.207673857
450736.6500147159,3951691.188603227
450736.8757547427,3951691.113408054
450736.9961630984,3951691.07576865
450737.2068264514,3951691.000657127
450737.3121581256,3951690.963101367
450737.4025156681,3951690.944114387
450737.5079498953,3951690.925043768
450737.613281574,3951690.887488012
450737.7036391225,3951690.868501035
450737.8089708027,3951690.830945282
450737.8542008493,3951690.830694363
450738.0046600315,3951690.774402554
450738.0497875304,3951690.755666499
450738.4408583551,3951690.587125649
450738.531215906,3951690.568138681
450738.6215734549,3951690.549151712
450738.7872118757,3951690.511261418
450738.8774668818,3951690.473789314
450738.9226969301,3951690.473538401
450738.9678244324,3951690.45480235
450739.0129519348,3951690.4360663
450739.0581819856,3951690.435815387
450739.1332577649,3951690.379941788
450739.6591984181,3951690.062767155
450739.8850410444,3951690.006057198
450739.9903727437,3951689.968501468
450740.0505769344,3951689.949681788
450740.2011386884,3951689.911875157
450740.3215470716,3951689.874235798
450740.5323130206,3951689.81760949
450740.8033857126,3951689.760648651
450740.9088199605,3951689.741578073
450740.9539474705,3951689.722842033
450741.0141516649,3951689.704022358
450741.0592791776,3951689.685286318
450741.3152751903,3951689.628409128
450741.3604026994,3951689.60967309
450741.4055302133,3951689.590937051
450741.5862453475,3951689.552963175
450741.691577059,3951689.515407469
450741.8121905361,3951689.514738405
450742.0382382664,3951689.494998778
450742.0833657846,3951689.476262742
450742.3695151738,3951689.419218319
450742.4748468901,3951689.381662622
450742.5953578305,3951689.362508431
450742.7007920843,3951689.343437873
450742.7609962893,3951689.324618211
450742.8061238052,3951689.30588218
450742.8965839157,3951689.305380394
450743.2882701155,3951689.247750582
450743.5291894669,3951689.190957088
450743.6495978779,3951689.153317775
450743.7850829703,3951689.115594832
450743.9055939168,3951689.09644066
450744.1614874282,3951689.021078416
450744.221794171,3951689.0207439
450744.3428177916,3951689.094015421
450744.4482520544,3951689.074944885
450744.5686604707,3951689.037305584
450744.6891714197,3951689.018151421
450744.7946056841,3951688.999080888
450744.9150141006,3951688.961441593
450745.020448366,3951688.942371062
450745.1257800988,3951688.904815396
450745.2312143677,3951688.885744869
450745.3365460997,3951688.848189207
450745.307418057,3951689.033207834
450745.4127497875,3951688.99565217
450745.5181840536,3951688.976581647
450745.7740775814,3951688.901219449
450745.8944860031,3951688.863580166
450746.0299711135,3951688.825857259
450746.1503795349,3951688.788217979
450746.2105837506,3951688.76939834
450746.3911963853,3951688.712939425
450746.3321200133,3951688.935095574
450746.3923242215,3951688.916275938
450746.7085244997,3951688.840579268
450746.8138562427,3951688.803023621
450746.9343671993,3951688.783869489
