302443.24029692414,4123681.259624345,27.05
302443.4332582904,4123681.615729288,28.28
302443.6504738294,4123682.0161854187,29.1
302443.766523218,4123682.2299565277,27.83
302443.8866238029,4123682.451057067,27.8
302444.01011470973,4123682.678235896,28.75
302444.1364369346,4123682.910428368,28.06
302444.26501348993,4123683.1465233797,28.8
302444.39539104496,4123683.385606618,29.86
302444.5271983826,4123683.6269324054,28.66
302444.6601497824,4123683.8698925083,28.7
302444.7940417678,4123684.114021857,28.62
302444.9287352623,4123684.358981544,27.88
302445.06414657505,4123684.604563424,26.22
302445.20025529264,4123684.8506559245,26.9
302445.3370782134,4123685.0972401835,26.6
302445.4745497514,4123685.3441533777,26.23
302445.6127776133,4123685.591590048,26.98
302445.7518159636,4123685.8397044363,26.1
302445.89173157886,4123686.088681734,25.73
302446.03257141507,4123686.3387311934,25.85
302446.1743227449,4123686.589970345,27.15
302446.3169572935,4123686.842529867,27.4
302446.4603919965,4123687.096468985,27.01
302446.6045082255,4123687.3518169736,26.99
302446.7491675222,4123687.608553004,28.44
302446.8941970909,4123687.866613221,27.52
302447.0394461206,4123688.1259203204,28.49
302447.1847676823,4123688.3864225587,27.94
302447.32997650455,4123688.647935406,27.9
302447.4750157775,4123688.9104552553,28.19
302447.61981508066,4123689.1738928687,27.14
302447.7643475376,4123689.4381920747,27.0
302447.90861942904,4123689.7032874953,27.5
302448.0527057483,4123689.96916697,28.25
302448.1967022384,4123690.23578474,30.57
302448.3407415757,4123690.5031449404,30.96
302448.4849783245,4123690.77125891,30.19
302448.62956303207,4123691.04013491,29.17
302448.77464463195,4123691.3097570045,29.61
302448.92036054103,4123691.5801056665,29.04
302449.0668238226,4123691.8511222694,27.69
302449.21411886666,4123692.12270837,27.38
302449.3623141104,4123692.394774311,28.03
302449.51146673353,4123692.6672474113,27.7
302449.66158126027,4123692.9399669757,30.87
302449.8127272167,4123693.212946598,30.39
302449.96489972126,4123693.4861148177,29.49
302450.1180890596,4123693.759387576,29.25
302450.2722710542,4123694.032706078,29.29
302450.4274163354,4123694.306036603,28.97
302450.58340942685,4123694.579256226,26.8
302450.74025772273,4123694.852432923,27.76
302450.8978806639,4123695.125589363,27.17
302451.0561942087,4123695.398741304,27.84
302451.21510043234,4123695.6719278707,27.32
302451.3744975684,4123695.9451967925,27.09
302451.534284742,4123696.218604231,300819.0
302451.6943437411,4123696.4921819307,27.31
302451.85454737925,4123696.765972298,26.56
302452.0147941705,4123697.0400303146,26.81
302452.1749057247,4123697.3142809197,26.16
302452.3347668647,4123697.5886977524,27.22
302452.4942453403,4123697.8632315267,26.41
302452.6531878659,4123698.13777777,26.35
302452.81154858763,4123698.412313977,29.01
302452.96918954764,4123698.6867236197,27.08
302453.1259971488,4123698.960843169,27.21
302453.28190653387,4123699.2345938333,26.44
