302460.1137230124,4123711.2909372333,26.46
302460.1898254222,4123711.4210892688,27.36
302460.2728651459,4123711.5639558067,27.24
302460.3624125057,4123711.718999577,26.45
302460.4579326938,4123711.885469471,27.06
302460.5587943835,4123712.0624571713,26.82
302460.66432150226,4123712.248964484,26.05
302460.77382646943,4123712.443936735,25.62
302460.8866444414,4123712.6463082084,27.5
302461.002144112,4123712.855047285,28.56
302461.1197330994,4123713.069169662,27.72
302461.2389006214,4123713.287780509,27.32
302461.3592108429,4123713.510064294,27.91
302461.4803089354,4123713.7353115524,27.78
302461.60190590186,4123713.962903432,27.54
302461.7237841214,4123714.19231527,27.78
302461.84579989203,4123714.4231303786,27.86
302461.96786383854,4123714.655014033,27.89
302462.08995957667,4123714.887699121,29.8
302462.2120824827,4123715.120994435,29.56
302462.33415044285,4123715.3546121055,28.9
302462.456308951,4123715.5885614613,28.29
302462.57868385187,4123715.8228930677,29.35
302462.70146734646,4123716.0577587034,27.53
302462.8247666192,4123716.293200512,28.59
302462.94877652754,4123716.5294288183,28.03
302463.0736398046,4123716.7665824303,28.29
302463.1994950408,4123717.0047926246,28.79
302463.3264389268,4123717.244147358,28.23
302463.4545195825,4123717.484666053,28.67
302463.5837865958,4123717.7263940703,29.21
302463.71419910184,4123717.9692312004,28.4
302463.8456848357,4123718.21305429,28.62
302463.97813053755,4123718.457680474,28.27
302464.11138416734,4123718.702888004,27.83
302464.2452773343,4123718.9484327193,27.63
302464.37962070265,4123719.1940341084,28.22
302464.5142367396,4123719.4394692457,27.89
302464.6488977672,4123719.6844346975,28.66
302464.78342423734,4123719.9286699407,29.2
302464.91761566704,4123720.1719191107,27.87
302465.0513215346,4123720.4139755736,28.4
302465.18442309304,4123720.6546877315,27.71
302465.3168406934,4123720.893985593,28.11
302465.448532533,4123721.1318190983,28.78
302465.57946739305,4123721.368170339,28.54
302465.70972830005,4123721.6032126583,28.68
302465.8393310402,4123721.837009739,28.32
302465.96839036315,4123722.069766829,27.96
302466.0970672337,4123722.301759252,27.8
302466.2255461315,4123722.5333394315,26.51
302466.3540429019,4123722.7649255297,26.02
302466.48278151476,4123722.9969765027,23.94
302466.6120321419,4123723.22997953,24.73
302466.7420523369,4123723.4644328845,25.01
302466.8730834877,4123723.700827621,25.72
302467.0053380299,4123723.9396226443,25.3
302467.13898378576,4123724.181229773,25.9
302467.2741498667,4123724.42595797,25.79
302467.4109170422,4123724.6740372377,26.81
302467.5492843502,4123724.9256056626,26.17
302467.6891282963,4123725.1805728334,26.8
302467.8302826831,4123725.4387595216,26.25
302467.97259304416,4123725.7000123663,27.28
302468.1157934732,4123725.963955568,27.29
302468.2596237424,4123726.230218481,26.92
302468.40381456044,4123726.4983662004,26.69
302468.5480956143,4123726.76791651,27.02
302468.6922004068,4123727.0383642465,26.95
302468.8358707012,4123727.309163983,27.76
302468.9788910422,4123727.5798112755,27.35
302469.12104129815,4123727.8497705203,27.08
302469.26214409695,4123728.118510548,28.87
302469.4020315145,4123728.3855292057,28.49
302469.54056066513,4123728.650339191,29.21
302469.6776035332,4123728.9125056583,28.15
302469.81306236575,4123729.1716370503,27.79
302469.9468736687,4123729.427433375,27.84
302470.0789850979,4123729.679640416,27.61
302470.20939187834,4123729.928101733,27.24
302470.3381062695,4123730.1727408282,27.68
302470.4651763285,4123730.4135927125,26.54
302470.5906773513,4123730.6507636723,26.15
302470.7147420731,4123730.884502743,26.08
302470.8375434318,4123731.115133557,26.16
302470.9592177244,4123731.3429638282,25.98
302471.0800226969,4123731.568531507,26.05
302471.20015849307,4123731.7923030145,25.72
