450799.0646923042,3951679.455367761,359.2
450799.0646923042,3951679.455367761,359.2
450799.0646923042,3951679.455367761,359.2
450799.0646923042,3951679.455367761,359.2
450799.0646923042,3951679.455367761,359.2
450799.0646923042,3951679.455367761,359.2
450799.0646923042,3951679.455367761,359.2
450799.0347437424,3951679.492505105,359.2
450799.0347437424,3951679.492505105,359.2
450799.0347437424,3951679.492505105,359.2
450799.0347437424,3951679.492505105,359.2
450799.0347437424,3951679.492505105,359.2
450799.0347437424,3951679.492505105,359.2
450799.0347437424,3951679.492505105,359.2
450799.0347437424,3951679.492505105,359.2
450799.0347437424,3951679.492505105,359.2
450799.0347437424,3951679.492505105,359.2
450799.0347437424,3951679.492505105,359.2
450799.0498204451,3951679.49242157,359.2
450799.0498204451,3951679.49242157,359.2
450799.0498204451,3951679.49242157,359.2
450799.0498204451,3951679.49242157,359.2
450799.0498204451,3951679.49242157,359.2
450799.0498204451,3951679.49242157,359.2
450799.0498204451,3951679.49242157,359.2
450799.0498204451,3951679.49242157,359.2
450799.0498204451,3951679.49242157,359.2
450799.0799738457,3951679.492254499,359.2
450799.0799738457,3951679.492254499,359.2
450799.0799738457,3951679.492254499,359.2
450799.0799738457,3951679.492254499,359.2
450799.0799738457,3951679.492254499,359.2
450799.0799738457,3951679.492254499,359.2
450799.0799738457,3951679.492254499,359.2
450799.0799738457,3951679.492254499,359.2
214262850.172985,128957622.9882199,359.2
450799.0648971454,3951679.492338034,359.2
450799.0648971454,3951679.492338034,359.2
450799.0648971454,3951679.492338034,359.2
450799.0648971454,3951679.492338034,359.2
450799.0648971454,3951679.492338034,359.2
450799.0648971454,3951679.492338034,359.2
450799.0648971454,3951679.492338034,359.2
144406021.275789,104006009.6813638,359.2
450799.0648971454,3951679.492338034,359.2
450799.0348461631,3951679.510990241,359.2
450799.0348461631,3951679.510990241,359.2
450799.0348461631,3951679.510990241,359.2
450799.0348461631,3951679.510990241,359.2
450799.0348461631,3951679.510990241,359.2
450799.0348461631,3951679.510990241,359.2
68566962.55024804,71157149.08207889,359.2
450799.0348461631,3951679.510990241,359.2
450799.0348461631,3951679.510990241,359.2
450799.0348461631,3951679.510990241,359.2
450799.0348461631,3951679.510990241,359.2
450799.0348461631,3951679.510990241,359.2
450799.0348461631,3951679.510990241,359.2
450799.0348461631,3951679.510990241,359.2
442536155.0505631,193730269.4340567,130519
450799.0197694674,3951679.511073777,359.2
450799.0197694674,3951679.511073777,359.2
450799.0197694674,3951679.511073777,359.2
450799.0197694674,3951679.511073777,359.2
450799.0197694674,3951679.511073777,359.2
450799.0197694674,3951679.511073777,359.2
450799.0197694674,3951679.511073777,359.2
450799.0197694674,3951679.511073777,359.2
450799.0197694674,3951679.511073777,359.2
450799.0197694674,3951679.511073777,359.2
450798.9895136415,3951679.492755712,359.2
450798.9895136415,3951679.492755712,359.2
450798.9895136415,3951679.492755712,359.2
450798.9895136415,3951679.492755712,359.2
450798.9895136415,3951679.492755712,359.2
450798.9895136415,3951679.492755712,359.2
450798.9895136415,3951679.492755712,359.2
442536154.3061665,193730285.1894625,130519
450798.9895136415,3951679.492755712,359.2
450798.9895136415,3951679.492755712,359.2
450798.9593602408,3951679.492922783,359.2
450798.9593602408,3951679.492922783,359.2
450798.9593602408,3951679.492922783,359.2130519
450798.9593602408,3951679.492922783,359.2
450798.9593602408,3951679.492922783,359.2
450798.9593602408,3951679.492922783,359.2
450798.9590529784,3951679.437467373,359.2
450798.9593602408,3951679.492922783,359.2
450798.9593602408,3951679.492922783,359.2
450798.9593602408,3951679.492922783,359.2
450798.8839767392,3951679.493340462,359.2
450798.8839767392,3951679.493340462,359
450798.8839767392,3951679.493340462,359.2
450798.8839767392,3951679.493340462,359.2
450798.8839767392,3951679.493340462,359.2
450798.8795726379,3951678.698479589,359.2
450798.8839767392,3951679.493340462,359.2
450798.8839767392,3951679.493340462,359.2
450798.8839767392,3951679.493340462,359.2
450798.8839767392,3951679.493340462,359.2
450798.8690024599,3951679.511909133,3592
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.845035957,3951675.186387185,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,35.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,39.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
442236.6850675981,-1926709.543653608,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,59.2
450798.8690024599,3951679.511909133,359.2
450798.8690024599,3951679.511909133,359.2
450798.8840791602,3951679.511825597,359.2
450798.8840791602,3951679.511825597,359.2
